Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
1200,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.353,3.635,4.824,1.481,3.876,5.209,0.0,0.794274410873,0.196720552933,0.558013260235,-0.041316782513,0.131693998231,-0.0796650846236,-0.402164782306,0.130079539021,0.547470131075,0.705431703007,0.132811308502,-0.075734154553,0.441938299122,-0.244230250871,-0.523096147112,0.670623446577,0.126257973766,0.437455799567,0.653650127197,0.617554802945,0.0939956335826,0.722358783898,0.685100436574,0.492578144261,0.593202948675,0.636770785667,2.04368194651e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.073,0.119,0.137,0.0,0.0,0.0,0.073,0.119,0.137,0.076,0.123,0.142,0.0,0.0,0.0,0.076,0.123,0.142,8533.0,0.01,0.001,0.0,3.97376910259e-12,9.53112348198e-12,4.92293389283e-11,5.81507012207e-31,0.0,0.80151,0.0,1.63176622494e-30,0.0,3.34463698173,0.0,5.6004733281,0.0,4.74095851981,9.402e-24,0.0,0.00574484013078,9.39e-27,0.0,9.39e-27,1.00957737844e-06,1.50851899206e-06,1.42521680961e-06,2.65930426384e-07,2.04368194651e-06,1.93827143102e-06,8.24714696802e-07,9.93188990739e-07,1.0661338339e-06,0.966979295638,0.952631432514
1201,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.345,3.751,4.688,1.466,4.02,5.081,0.0,0.835634864527,0.431783401469,0.303369011481,-0.13009153823,-0.0795041002501,0.0311476446007,-0.248340662742,0.50329353642,0.329572467105,0.73888663144,0.171700001363,0.0260119693948,0.488256582239,-0.481044895892,-0.358055512943,0.617057780439,0.143389820893,0.436310446628,0.657796115751,0.613952330614,0.369607430373,0.280857586352,0.885725331918,0.331871739354,0.89953085197,0.284086949669,2.4121703637e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.072,0.121,0.135,0.0,0.0,0.0,0.072,0.121,0.135,0.075,0.125,0.141,0.0,0.0,0.0,0.075,0.125,0.141,122101.0,0.01,0.001,0.0,8.9406202123e-12,1.24556264376e-11,5.0716287123e-11,1.21410717437e-30,0.0,0.77824,0.0,2.47610783209e-30,0.0,3.38532913068,0.0,3.9565421992,0.0,2.54167722174,1.865e-23,0.0,0.00574484013078,1.845e-26,0.0,1.845e-26,1.1949980553e-06,1.8016187446e-06,1.68153627034e-06,7.69838356832e-07,5.84985379117e-07,1.84483665126e-06,8.89942988023e-07,2.4121703637e-06,7.61803910568e-07,0.965794773283,0.951470702403
1202,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.279,3.759,4.844,1.434,4.023,5.166,0.0,0.812835461176,0.468645598274,0.316643304117,0.0509500903287,-0.129656941684,0.057007883859,-0.315199068758,0.510287916535,0.296906190753,0.257446519563,0.694675387449,0.0505613290828,0.483881920812,-0.456529323786,-0.35091630602,0.228334000768,0.616120236236,0.435854842328,0.661494474661,0.610291419252,0.544557548711,0.659792826124,0.517813192896,0.680890067934,0.406307731241,0.609346160176,3.35845218636e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.121,0.137,0.0,0.0,0.0,0.071,0.121,0.137,0.075,0.125,0.142,0.0,0.0,0.0,0.075,0.125,0.142,6847.0,0.01,0.001,0.0,7.62640796224e-11,7.67311048513e-11,9.04283794635e-11,7.80379334169e-30,0.0,0.80483,0.0,1.5631260529e-29,0.0,3.77028797641,0.0,5.37479989664,0.0,5.94272901716,1.391e-22,0.0,0.00574484013078,1.346e-25,0.0,1.346e-25,1.97319804112e-06,2.99471171328e-06,2.76290571087e-06,2.41896801421e-06,2.93085229684e-06,2.30016745506e-06,3.35845218636e-06,2.00409016461e-06,3.00556586191e-06,0.968247847814,0.9546712126
1203,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.248,3.689,4.781,1.341,4.02,5.108,0.0,0.795866621715,0.523017962505,0.261647095138,0.146098545752,0.0569608977504,0.018733283026,-0.510269491763,0.465688857291,0.217575512429,0.57432968845,0.381069945593,0.0192251164881,0.324808905696,-0.554753620772,-0.293319302689,0.589408442059,0.391074756303,0.43568512186,0.663179728299,0.60858123744,0.139269111236,0.690387392478,0.709907996126,0.51335304441,0.490463443372,0.704211802308,2.16549337707e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.07,0.12,0.136,0.0,0.0,0.0,0.07,0.12,0.136,0.072,0.125,0.141,0.0,0.0,0.0,0.072,0.125,0.141,60148.0,0.01,0.001,0.0,3.18636914189e-12,9.24188045482e-12,5.06246030823e-11,3.9516406139e-31,0.0,0.7942,0.0,1.18251165853e-30,0.0,0.320939289251,0.0,0.582509753058,0.0,1.53071857311,6.195e-24,0.0,0.00574484013078,5.916e-27,0.0,5.916e-27,9.06035329116e-07,1.37912504523e-06,1.26558395982e-06,4.24824540163e-07,2.10594800197e-06,2.16549337707e-06,8.31554995695e-07,7.94477272478e-07,1.14071757948e-06,0.965797924212,0.951475206325
1204,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.306,3.685,4.84,1.407,4.023,5.166,0.0,0.809832661704,0.560628407126,0.0723864542735,-0.146608113253,-0.0559742041133,0.0060538810193,-0.296685886534,0.620444727366,0.0758489066815,0.689654173178,0.213572564513,0.00565080072823,0.50604344057,-0.533334494113,-0.072839490585,0.643735529588,0.199352448327,0.435768144692,0.665391254588,0.606102798533,0.509974538396,0.042411186956,0.859143329957,0.267951331043,0.858315959985,0.437602327492,2.45628866013e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.071,0.12,0.137,0.0,0.0,0.0,0.071,0.12,0.137,0.074,0.125,0.142,0.0,0.0,0.0,0.074,0.125,0.142,148475.0,0.01,0.001,0.0,1.06974022173e-11,1.36375066712e-11,5.22738214634e-11,1.13002081874e-30,0.0,0.80417,0.0,2.31779853613e-30,0.0,0.107685981126,0.0,2.38970990162,0.0,3.71839522872,1.741e-23,0.0,0.00574484013078,1.662e-26,0.0,1.662e-26,1.1732841135e-06,1.79153294655e-06,1.6319017196e-06,1.12931362304e-06,9.3917495076e-08,1.9025308003e-06,7.66810646188e-07,2.45628866013e-06,1.25230997066e-06,0.967497256151,0.953424391454
1227,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.333,3.6,4.4,1.454,3.852,4.77,0.0,0.804746308555,0.436198458278,0.377705339825,-0.134968950949,-0.0351616610919,0.000995496082304,-0.342048859124,0.486362552845,0.420198385834,0.66548100405,0.164381884466,0.00103778965239,0.485163775254,-0.380477633341,-0.330440820002,0.693753910376,0.171365635456,0.440773351848,0.638168715082,0.631236519374,0.395201418289,0.722121815355,0.567763967482,0.804014375468,0.269973430202,0.529787911362,8.25435016495e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.072,0.118,0.131,0.0,0.0,0.0,0.072,0.118,0.131,0.075,0.122,0.136,0.0,0.0,0.0,0.075,0.122,0.136,148693.0,0.01,0.001,0.0,3.50991542919e-10,3.51102788686e-10,3.5463349734e-10,1.28041608421e-28,0.0,0.72908,0.0,2.52213321221e-28,0.0,0.288531881724,0.0,1.00712095023,0.0,3.26439474007,2.403e-21,0.0,0.00574484013078,2.189e-24,0.0,2.189e-24,4.06679267645e-06,5.8880598066e-06,5.82409994464e-06,3.74783573653e-06,6.84813824159e-06,5.3843078207e-06,8.25435016495e-06,2.77166092562e-06,5.43902580224e-06,0.956927853358,0.940131622464
1228,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.392,3.709,4.863,1.524,4.031,5.248,0.0,0.804789183679,0.572625908325,0.0272811354277,0.0718376374016,-0.136047904985,0.0837289273511,-0.380863597896,0.598520521421,-0.0311954577838,0.476509243398,0.511538225678,0.0836316896417,0.439604932687,-0.55205912137,-0.0859422138948,0.475955854399,0.510944156138,0.441679017104,0.639792060827,0.628956091276,0.338697359467,0.670660638033,0.659923031333,0.629538575018,0.526243441249,0.571619648986,2.23008540267e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.074,0.12,0.137,0.0,0.0,0.0,0.074,0.12,0.137,0.077,0.125,0.143,0.0,0.0,0.0,0.077,0.125,0.143,33734.0,0.01,0.001,0.0,1.48038145848e-11,1.70504021345e-11,5.33157919844e-11,5.94447798331e-31,0.0,0.80816,0.0,1.73725151407e-30,0.0,3.68680437939,0.0,5.73906233749,0.0,1.54609223323,1.256e-23,0.0,0.00574484013078,1.146e-26,0.0,1.146e-26,1.09578568361e-06,1.58729519309e-06,1.56041164227e-06,1.12623880758e-06,2.23008540267e-06,2.19438063844e-06,1.39657200906e-06,1.16742148799e-06,1.26808432919e-06,0.969006155996,0.95536043678
1229,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.376,3.487,4.731,1.489,3.79,5.026,0.0,0.826805463323,0.322269145611,0.434785399703,-0.00339145831402,0.153249723726,-0.0304186538767,-0.48722253511,0.322948507598,0.469139236151,0.220632645358,0.623396167075,-0.0337773069819,0.277381913848,-0.385911072946,-0.483517875899,0.244993635244,0.692227992468,0.441449817634,0.645130177938,0.623641813884,0.14533420351,0.516004198307,0.844166829851,0.258770329172,0.946685118721,0.191898938854,2.33099225426e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.073,0.116,0.136,0.0,0.0,0.0,0.073,0.116,0.136,0.076,0.121,0.14,0.0,0.0,0.0,0.076,0.121,0.14,147702.0,0.01,0.001,0.0,3.16527784046e-12,9.18292084648e-12,5.0881122743e-11,7.42720154303e-31,0.0,0.78555,0.0,1.92594578669e-30,0.0,3.66510140122,0.0,5.56111342108,0.0,1.28196128207,1.187e-23,0.0,0.00574484013078,1.084e-26,0.0,1.084e-26,1.07990276304e-06,1.57815868044e-06,1.52559247067e-06,4.013103698e-07,1.42483896179e-06,2.33099225426e-06,4.1537512234e-07,1.51960794062e-06,3.08033944457e-07,0.963669103702,0.947571418343
1230,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.399,3.705,4.564,1.501,3.981,4.879,0.0,0.808369535524,0.134628000847,0.554591011976,-0.0188150055086,-0.143139094687,0.0780412300837,-0.387649006298,0.196020717786,0.573938177648,0.677464679634,0.129808584494,0.0802679809392,0.428641528081,-0.0748403154865,-0.548519721102,0.696794783135,0.133512413563,0.442710854939,0.648632772057,0.619098236093,0.601566045291,0.642853976903,0.474190950498,0.263446430688,0.605466007433,0.75100392276,2.14505249749e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.074,0.12,0.133,0.0,0.0,0.0,0.074,0.12,0.133,0.076,0.124,0.138,0.0,0.0,0.0,0.076,0.124,0.138,30214.0,0.01,0.001,0.0,1.34607261528e-11,1.61785411832e-11,5.11092953263e-11,1.54903108648e-30,0.0,0.75698,0.0,3.31381858663e-30,0.0,0.042883153519,0.0,5.37397482103,0.0,0.185927551407,2.616e-23,0.0,0.00574484013078,2.607e-26,0.0,2.607e-26,1.31953412119e-06,1.93330040432e-06,1.84527042375e-06,1.24045776438e-06,1.32559544086e-06,9.77804267624e-07,7.52468005793e-07,1.72936030296e-06,2.14505249749e-06,0.963229564102,0.948027138278
1231,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.431,3.557,4.731,1.574,3.852,5.116,0.0,0.819292965257,0.0328084154244,0.550064342531,0.140980659171,0.072362405804,-0.0312783378033,-0.502387536989,0.0131783584537,0.57428417306,0.642143973154,0.0656015658767,-0.0362047452327,0.272170317569,-0.0603166245888,-0.602277968378,0.743283070123,0.075933957692,0.44099105672,0.650981826762,0.617858842389,0.15607790947,0.619197071261,0.769567848287,0.13625947509,0.635913804273,0.759636089837,2.05809611872e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.075,0.118,0.136,0.0,0.0,0.0,0.075,0.118,0.136,0.078,0.122,0.141,0.0,0.0,0.0,0.078,0.122,0.141,95913.0,0.01,0.001,0.0,1.98154135532e-16,8.81368528865e-12,4.84820618982e-11,3.25572732918e-31,0.0,0.78555,0.0,5.81359915849e-31,0.0,1.76373924756,0.0,0.432648110435,0.0,0.679852070199,4.628e-24,0.0,0.00574484013078,4.619e-27,0.0,4.619e-27,8.52429773515e-07,1.25833910392e-06,1.19431282122e-06,3.28169528153e-07,1.30192422105e-06,1.6180939283e-06,3.69170317964e-07,1.7228930404e-06,2.05809611872e-06,0.964988051189,0.949751386224
